Lake,,,,Rating
,,,,Lake
Elevation,Area,Volume,,Houston
(feet,(acres),(acre-feet),,Source
32.65,6455.75,48439.69,,
32.66,6461.02,48504.26,,
32.67,6466.31,48568.89,,
32.68,6471.39,48633.59,,
32.69,6476.35,48698.32,,
32.7,6481.31,48763.12,,
32.71,6486.3,48827.95,,
32.72,6491.25,48892.85,,
32.73,6496.26,48957.78,,
32.74,6501.35,49022.78,,
32.75,6506.39,49087.81,,
32.76,6511.29,49152.88,,
32.77,6516.17,49218.04,,
32.78,6521.05,49283.21,,
32.79,6525.92,49348.46,,
32.8,6530.83,49413.73,,
32.81,6535.88,49479.08,,
32.82,6540.97,49544.45,,
32.83,6546.14,49609.9,,
32.84,6551.36,49675.38,,
32.85,6556.56,49740.91,,
32.86,6561.77,49806.51,,
32.87,6567.11,49872.14,,
32.88,6572.13,49937.85,,
32.89,6577.03,50003.59,,
32.9,6581.93,50069.4,,
32.91,6586.83,50135.23,,
32.92,6591.68,50201.11,,
32.93,6596.51,50267.07,,
32.94,6601.42,50333.05,,
32.95,6606.4,50399.1,,
32.96,6611.51,50465.18,,
32.97,6616.82,50531.34,,
32.98,6621.98,50597.52,,
32.99,6627.1,50663.78,,
33,6632.07,50730.06,,
33.01,6636.99,50796.4,,
33.02,6641.84,50862.8,,
33.03,6646.81,50929.24,,
33.04,6652.07,50995.75,,
33.05,6657.52,51062.29,,
33.06,6662.89,51128.9,,
33.07,6668.21,51195.55,,
33.08,6673.42,51262.27,,
33.09,6678.6,51329.02,,
33.1,6684,51395.81,,
33.11,6689.39,51462.7,,
33.12,6694.83,51529.61,,
33.13,6700.08,51596.59,,
33.14,6705.3,51663.62,,
33.15,6710.48,51730.71,,
33.16,6715.66,51797.83,,
33.17,6720.82,51864.99,,
33.18,6726.03,51932.24,,
33.19,6731.26,51999.52,,
33.2,6736.51,52066.87,,
33.21,6741.78,52134.25,,
33.22,6746.85,52201.71,,
33.23,6751.8,52269.19,,
33.24,6756.78,52336.75,,
33.25,6761.66,52404.33,,
33.26,6766.51,52471.96,,
33.27,6771.33,52539.66,,
33.28,6776.11,52607.39,,
33.29,6780.9,52675.19,,
33.3,6785.76,52743.01,,
33.31,6790.59,52810.91,,
33.32,6795.4,52878.83,,
33.33,6800.18,52946.82,,
33.34,6805.01,53014.83,,
33.35,6809.89,53082.9,,
33.36,6814.76,53151.04,,
33.37,6819.66,53219.2,,
33.38,6824.55,53287.43,,
33.39,6829.47,53355.69,,
33.4,6834.4,53424.02,,
33.41,6839.29,53492.38,,
33.42,6844.13,53560.78,,
33.43,6849.03,53629.27,,
33.44,6853.98,53697.77,,
33.45,6858.95,53766.35,,
33.46,6863.97,53834.95,,
33.47,6869.08,53903.63,,
33.48,6874.08,53972.33,,
33.49,6879.16,54041.12,,
33.5,6884.35,54109.93,,
33.51,6889.7,54178.78,,
33.52,6895.07,54247.72,,
33.53,6900.15,54316.68,,
33.54,6905.26,54385.72,,
33.55,6910.31,54454.79,,
33.56,6915.26,54523.94,,
33.57,6920.18,54593.1,,
33.58,6925.13,54662.34,,
33.59,6929.96,54731.61,,
33.6,6934.72,54800.92,,
33.61,6939.45,54870.3,,
33.62,6944.19,54939.71,,
33.63,6948.93,55009.19,,
33.64,6953.66,55078.69,,
33.65,6958.41,55148.27,,
33.66,6963.2,55217.87,,
33.67,6968.06,55287.51,,
33.68,6973.02,55357.23,,
33.69,6977.87,55426.97,,
33.7,6982.71,55496.79,,
33.71,6987.6,55566.63,,
33.72,6992.46,55636.55,,
33.73,6997.17,55706.48,,
33.74,7001.78,55776.49,,
33.75,7006.37,55846.52,,
33.76,7010.98,55916.59,,
33.77,7015.49,55986.74,,
33.78,7020,56056.91,,
33.79,7024.48,56127.15,,
33.8,7028.93,56197.4,,
33.81,7033.43,56267.72,,
33.82,7037.97,56338.07,,
33.83,7042.53,56408.49,,
33.84,7047.12,56478.92,,
33.85,7051.72,56549.41,,
33.86,7056.34,56619.97,,
33.87,7060.97,56690.54,,
33.88,7065.63,56761.19,,
33.89,7070.31,56831.85,,
33.9,7074.97,56902.59,,
33.91,7079.6,56973.36,,
33.92,7084.28,57044.16,,
33.93,7088.95,57115.05,,
33.94,7093.61,57185.95,,
33.95,7098.39,57256.92,,
33.96,7103.28,57327.92,,
33.97,7108.1,57398.99,,
33.98,7112.82,57470.08,,
33.99,7117.44,57541.25,,
34,7122.04,57612.44,,
34.01,7126.73,57683.66,,
34.02,7131.5,57754.98,,
34.03,7136.3,57826.3,,
34.04,7141.09,57897.7,,
34.05,7145.95,57969.13,,
34.06,7150.82,58040.62,,
34.07,7155.78,58112.15,,
34.08,7160.65,58183.75,,
34.09,7165.52,58255.36,,
34.1,7170.31,58327.03,,
34.11,7175.01,58398.77,,
34.12,7179.61,58470.54,,
34.13,7184.21,58542.37,,
34.14,7188.81,58614.22,,
34.15,7193.44,58686.15,,
34.16,7198.1,58758.09,,
34.17,7202.91,58830.09,,
34.18,7207.62,58902.16,,
34.19,7212.27,58974.24,,
34.2,7216.9,59046.4,,
34.21,7221.58,59118.58,,
34.22,7226.3,59190.84,,
34.23,7231.05,59263.11,,
34.24,7236.11,59335.46,,
34.25,7241.48,59407.84,,
34.26,7246.93,59480.27,,
34.27,7252.25,59552.78,,
34.28,7257.45,59625.31,,
34.29,7262.58,59697.93,,
34.3,7267.75,59770.57,,
34.31,7272.86,59843.29,,
34.32,7277.95,59916.03,,
34.33,7282.98,59988.85,,
34.34,7287.99,60061.7,,
34.35,7292.99,60134.59,,
34.36,7298.06,60207.56,,
34.37,7303.29,60280.55,,
34.38,7308.54,60353.63,,
34.39,7314.13,60426.73,,
34.4,7319.79,60499.91,,
34.41,7325.03,60573.13,,
34.42,7330.1,60646.39,,
34.43,7335.12,60719.73,,
34.44,7340.24,60793.09,,
34.45,7345.39,60866.54,,
34.46,7350.57,60940.01,,
34.47,7355.73,61013.55,,
34.48,7360.84,61087.12,,
34.49,7365.94,61160.77,,
34.5,7370.99,61234.45,,
34.51,7375.95,61308.17,,
34.52,7380.91,61381.97,,
34.53,7385.81,61455.79,,
34.54,7390.7,61529.69,,
34.55,7395.58,61603.61,,
34.56,7400.44,61677.61,,
34.57,7405.27,61751.62,,
34.58,7410.18,61825.71,,
34.59,7415.24,61899.82,,
34.6,7420.45,61973.99,,
34.61,7425.64,62048.24,,
34.62,7430.53,62122.51,,
34.63,7435.4,62196.85,,
34.64,7440.44,62271.22,,
34.65,7445.58,62345.67,,
34.66,7450.55,62420.13,,
34.67,7455.4,62494.65,,
34.68,7460.17,62569.24,,
34.69,7464.91,62643.86,,
34.7,7469.65,62718.55,,
34.71,7474.35,62793.26,,
34.72,7479.06,62868.03,,
34.73,7483.82,62942.84,,
34.74,7488.64,63017.71,,
34.75,7493.32,63092.62,,
34.76,7497.95,63167.56,,
34.77,7502.58,63242.58,,
34.78,7507.2,63317.62,,
34.79,7511.85,63392.72,,
34.8,7516.54,63467.85,,
34.81,7521.28,63543.06,,
34.82,7526.02,63618.28,,
34.83,7530.83,63693.58,,
34.84,7535.57,63768.9,,
34.85,7540.3,63844.27,,
34.86,7545,63919.71,,
34.87,7549.68,63995.18,,
34.88,7554.42,64070.71,,
34.89,7559.15,64146.27,,
34.9,7563.82,64221.9,,
34.91,7568.47,64297.54,,
34.92,7573.18,64373.24,,
34.93,7577.85,64449.01,,
34.94,7582.44,64524.8,,
34.95,7587.06,64600.67,,
34.96,7591.65,64676.54,,
34.97,7596.14,64752.5,,
34.98,7600.54,64828.47,,
34.99,7604.89,64904.52,,
35,7609.23,64980.57,,
35.01,7613.55,65056.67,,
35.02,7617.88,65132.85,,
35.03,7622.19,65209.04,,
35.04,7626.61,65285.3,,
35.05,7631.01,65361.57,,
35.06,7635.38,65437.92,,
35.07,7639.68,65514.28,,
35.08,7643.92,65590.71,,
35.09,7648.15,65667.16,,
35.1,7652.36,65743.65,,
35.11,7656.54,65820.22,,
35.12,7660.7,65896.79,,
35.13,7664.84,65973.43,,
35.14,7668.96,66050.09,,
35.15,7673.07,66126.81,,
35.16,7677.21,66203.55,,
35.17,7681.41,66280.33,,
35.18,7685.63,66357.18,,
35.19,7689.85,66434.05,,
35.2,7694.13,66510.99,,
35.21,7698.51,66587.93,,
35.22,7702.72,66664.96,,
35.23,7706.86,66741.99,,
35.24,7710.96,66819.1,,
35.25,7715.06,66896.21,,
35.26,7719.21,66973.37,,
35.27,7723.35,67050.6,,
35.28,7727.48,67127.84,,
35.29,7731.61,67205.15,,
35.3,7735.77,67282.48,,
35.31,7739.95,67359.88,,
35.32,7744.17,67437.28,,
35.33,7748.33,67514.76,,
35.34,7752.45,67592.25,,
35.35,7756.58,67669.79,,
35.36,7760.68,67747.39,,
35.37,7764.77,67825,,
35.38,7768.91,67902.68,,
35.39,7773.08,67980.38,,
35.4,7777.2,68058.15,,
35.41,7781.32,68135.93,,
35.42,7785.5,68213.75,,
35.43,7789.69,68291.64,,
35.44,7793.88,68369.55,,
35.45,7797.97,68447.52,,
35.46,7802,68525.51,,
35.47,7805.98,68603.57,,
35.48,7809.93,68681.64,,
35.49,7813.93,68759.77,,
35.5,7817.92,68837.92,,
35.51,7822.25,68916.11,,
35.52,7826.42,68994.36,,
35.53,7830.53,69072.64,,
35.54,7834.58,69150.98,,
35.55,7838.59,69229.33,,
35.56,7842.61,69307.76,,
35.57,7846.63,69386.19,,
35.58,7850.68,69464.69,,
35.59,7854.77,69543.21,,
35.6,7858.97,69621.76,,
35.61,7863.03,69700.39,,
35.62,7867,69779.02,,
35.63,7870.93,69857.73,,
35.64,7874.85,69936.45,,
35.65,7878.8,70015.23,,
35.66,7882.71,70094.03,,
35.67,7886.62,70172.86,,
35.68,7890.51,70251.76,,
35.69,7894.38,70330.68,,
35.7,7898.28,70409.66,,
35.71,7902.19,70488.64,,
35.72,7906.05,70567.7,,
35.73,7909.98,70646.77,,
35.74,7913.97,70725.91,,
35.75,7917.97,70805.05,,
35.76,7921.9,70884.24,,
35.77,7925.8,70963.49,,
35.78,7929.71,71042.76,,
35.79,7933.77,71122.09,,
35.8,7937.76,71201.43,,
35.81,7941.71,71280.85,,
35.82,7945.68,71360.27,,
35.83,7949.63,71439.77,,
35.84,7953.56,71519.27,,
35.85,7957.49,71598.81,,
35.86,7961.45,71678.42,,
35.87,7965.43,71758.05,,
35.88,7969.47,71837.74,,
35.89,7973.5,71917.43,,
35.9,7977.9,71997.21,,
35.91,7981.96,72076.99,,
35.92,7985.87,72156.82,,
35.93,7989.72,72236.72,,
35.94,7993.55,72316.62,,
35.95,7997.33,72396.59,,
35.96,8001.1,72476.57,,
35.97,8004.89,72556.62,,
35.98,8008.69,72636.67,,
35.99,8012.5,72716.79,,
36,8016.29,72796.93,,
36.01,8020.09,72877.09,,
36.02,8023.9,72957.33,,
36.03,8027.71,73037.58,,
36.04,8031.55,73117.89,,
36.05,8035.39,73198.21,,
36.06,8039.31,73278.6,,
36.07,8043.26,73359,,
36.08,8047.25,73439.47,,
36.09,8051.27,73519.95,,
36.1,8055.36,73600.47,,
36.11,8059.53,73681.06,,
36.12,8063.78,73761.66,,
36.13,8068.1,73842.34,,
36.14,8072.4,73923.03,,
36.15,8076.62,74003.79,,
36.16,8080.84,74084.57,,
36.17,8085.12,74165.38,,
36.18,8089.41,74246.27,,
36.19,8093.73,74327.17,,
36.2,8098.05,74408.15,,
36.21,8102.42,74489.14,,
36.22,8106.82,74570.2,,
36.23,8111.32,74651.28,,
36.24,8115.69,74732.43,,
36.25,8120.1,74813.6,,
36.26,8124.52,74894.8,,
36.27,8128.96,74976.09,,
36.28,8133.45,75057.39,,
36.29,8138.89,75138.77,,
36.3,8143.5,75220.17,,
36.31,8148.16,75301.65,,
36.32,8152.82,75383.14,,
36.33,8157.47,75464.7,,
36.34,8162.14,75546.29,,
36.35,8166.92,75627.92,,
36.36,8171.67,75709.63,,
36.37,8176.41,75791.36,,
36.38,8181.17,75873.16,,
36.39,8185.96,75954.98,,
36.4,8190.75,76036.88,,
36.41,8195.54,76118.8,,
36.42,8200.32,76200.77,,
36.43,8205.16,76282.82,,
36.44,8210.04,76364.88,,
36.45,8214.97,76447.02,,
36.46,8219.91,76529.18,,
36.47,8224.88,76611.42,,
36.48,8230.25,76693.69,,
36.49,8235.43,76776.03,,
36.5,8240.66,76858.39,,
36.51,8246,76940.82,,
36.52,8251.49,77023.32,,
36.53,8256.84,77105.85,,
36.54,8262,77188.46,,
36.55,8267.04,77271.09,,
36.56,8271.98,77353.8,,
36.57,8276.81,77436.53,,
36.58,8281.42,77519.34,,
36.59,8285.9,77602.17,,
36.6,8290.36,77685.03,,
36.61,8294.78,77767.98,,
36.62,8299.1,77850.93,,
36.63,8303.38,77933.96,,
36.64,8307.63,78017,,
36.65,8311.82,78100.12,,
36.66,8316.04,78183.25,,
36.67,8320.24,78266.41,,
36.68,8324.41,78349.65,,
36.69,8328.59,78432.91,,
36.7,8332.83,78516.23,,
36.71,8336.95,78599.56,,
36.72,8341.04,78682.97,,
36.73,8345.1,78766.39,,
36.74,8349.15,78849.87,,
36.75,8353.2,78933.37,,
36.76,8357.23,79016.92,,
36.77,8361.26,79100.52,,
36.78,8365.28,79184.14,,
36.79,8369.27,79267.83,,
36.8,8373.24,79351.53,,
36.81,8377.2,79435.3,,
36.82,8381.15,79519.08,,
36.83,8385.07,79602.93,,
36.84,8388.99,79686.78,,
36.85,8392.94,79770.68,,
36.86,8396.97,79854.65,,
36.87,8401.38,79938.63,,
36.88,8405.31,80022.68,,
36.89,8409.24,80106.74,,
36.9,8413.12,80190.87,,
36.91,8417,80275,,
36.92,8420.93,80359.18,,
36.93,8424.93,80443.42,,
36.94,8429.12,80527.68,,
36.95,8433.15,80612.01,,
36.96,8437.22,80696.35,,
36.97,8441.22,80780.76,,
36.98,8445.14,80865.18,,
36.99,8449.05,80949.66,,
37,8452.98,81034.16,,
37.01,8458.24,81118.72,,
37.02,8463.5,81203.33,,
37.03,8468.76,81287.99,,
37.04,8474.02,81372.7,,
37.05,8479.28,81457.47,,
37.06,8484.53,81542.29,,
37.07,8489.79,81627.16,,
37.08,8495.05,81712.08,,
37.09,8500.31,81797.06,,
37.1,8505.57,81882.09,,
37.11,8510.83,81967.17,,
37.12,8516.09,82052.31,,
37.13,8521.35,82137.49,,
37.14,8526.61,82222.73,,
37.15,8531.87,82308.02,,
37.16,8537.12,82393.37,,
37.17,8542.38,82478.77,,
37.18,8547.64,82564.22,,
37.19,8552.9,82649.72,,
37.2,8558.16,82735.28,,
37.21,8563.42,82820.88,,
37.22,8568.68,82906.54,,
37.23,8573.94,82992.26,,
37.24,8579.2,83078.02,,
37.25,8584.46,83163.84,,
37.26,8589.71,83249.71,,
37.27,8594.97,83335.63,,
37.28,8600.23,83421.61,,
37.29,8605.49,83507.64,,
37.3,8610.75,83593.72,,
37.31,8616.01,83679.85,,
37.32,8621.27,83766.04,,
37.33,8626.53,83852.28,,
37.34,8631.79,83938.57,,
37.35,8637.05,84024.92,,
37.36,8642.3,84111.31,,
37.37,8647.56,84197.76,,
37.38,8652.82,84284.26,,
37.39,8658.08,84370.82,,
37.4,8663.34,84457.43,,
37.41,8668.6,84544.09,,
37.42,8673.86,84630.8,,
37.43,8679.12,84717.56,,
37.44,8684.38,84804.38,,
37.45,8689.64,84891.25,,
37.46,8694.89,84978.17,,
37.47,8700.15,85065.15,,
37.48,8705.41,85152.18,,
37.49,8710.67,85239.26,,
37.5,8715.93,85326.39,,
37.51,8721.19,85413.57,,
37.52,8726.45,85500.81,,
37.53,8731.71,85588.1,,
37.54,8736.97,85675.45,,
37.55,8742.23,85762.84,,
37.56,8747.48,85850.29,,
37.57,8752.74,85937.79,,
37.58,8758,86025.35,,
37.59,8763.26,86112.95,,
37.6,8768.52,86200.61,,
37.61,8773.78,86288.32,,
37.62,8779.04,86376.09,,
37.63,8784.3,86463.9,,
37.64,8789.56,86551.77,,
37.65,8794.82,86639.69,,
37.66,8800.07,86727.67,,
37.67,8805.33,86815.7,,
37.68,8810.59,86903.78,,
37.69,8815.85,86991.91,,
37.7,8821.11,87080.09,,
37.71,8826.37,87168.33,,
37.72,8831.63,87256.62,,
37.73,8836.89,87344.96,,
37.74,8842.15,87433.36,,
37.75,8847.41,87521.81,,
37.76,8852.66,87610.31,,
37.77,8857.92,87698.86,,
37.78,8863.18,87787.46,,
37.79,8868.44,87876.12,,
37.8,8873.7,87964.83,,
37.81,8878.96,88053.6,,
37.82,8884.22,88142.41,,
37.83,8889.48,88231.28,,
37.84,8894.74,88320.2,,
37.85,8900,88409.18,,
37.86,8905.25,88498.2,,
37.87,8910.51,88587.28,,
37.88,8915.77,88676.41,,
37.89,8921.03,88765.6,,
37.9,8926.29,88854.83,,
37.91,8931.55,88944.12,,
37.92,8936.81,89033.46,,
37.93,8942.07,89122.86,,
37.94,8947.33,89212.31,,
37.95,8952.59,89301.81,,
37.96,8957.84,89391.36,,
37.97,8963.1,89480.96,,
37.98,8968.36,89570.62,,
37.99,8973.62,89660.33,,
38,8978.88,89750.09,,
38.01,8984.14,89839.91,,
38.02,8989.4,89929.77,,
38.03,8994.66,90019.69,,
38.04,8999.92,90109.67,,
38.05,9005.18,90199.69,,
38.06,9010.43,90289.77,,
38.07,9015.69,90379.9,,
38.08,9020.95,90470.09,,
38.09,9026.21,90560.32,,
38.1,9031.47,90650.61,,
38.11,9036.73,90740.95,,
38.12,9041.99,90831.34,,
38.13,9047.25,90921.79,,
38.14,9052.51,91012.29,,
38.15,9057.77,91102.84,,
38.16,9063.03,91193.44,,
38.17,9068.28,91284.1,,
38.18,9073.54,91374.81,,
38.19,9078.8,91465.57,,
38.2,9084.06,91556.39,,
38.21,9089.32,91647.25,,
38.22,9094.58,91738.17,,
38.23,9099.84,91829.14,,
38.24,9105.1,91920.17,,
38.25,9110.36,92011.25,,
38.26,9115.62,92102.38,,
38.27,9120.87,92193.56,,
38.28,9126.13,92284.79,,
38.29,9131.39,92376.08,,
38.3,9136.65,92467.42,,
38.31,9141.91,92558.81,,
38.32,9147.17,92650.26,,
38.33,9152.43,92741.76,,
38.34,9157.69,92833.31,,
38.35,9162.95,92924.91,,
38.36,9168.21,93016.57,,
38.37,9173.46,93108.28,,
38.38,9178.72,93200.04,,
38.39,9183.98,93291.85,,
38.4,9189.24,93383.72,,
38.41,9194.5,93475.63,,
38.42,9199.76,93567.61,,
38.43,9205.02,93659.63,,
38.44,9210.28,93751.71,,
38.45,9215.54,93843.84,,
38.46,9220.8,93936.02,,
38.47,9226.05,94028.25,,
38.48,9231.31,94120.54,,
38.49,9236.57,94212.88,,
38.5,9241.83,94305.27,,
38.51,9247.09,94397.71,,
38.52,9252.35,94490.21,,
38.53,9257.61,94582.76,,
38.54,9262.87,94675.36,,
38.55,9268.13,94768.02,,
38.56,9273.39,94860.73,,
38.57,9278.64,94953.49,,
38.58,9283.9,95046.3,,
38.59,9289.16,95139.16,,
38.6,9294.42,95232.08,,
38.61,9299.68,95325.05,,
38.62,9304.94,95418.08,,
38.63,9310.2,95511.15,,
38.64,9315.46,95604.28,,
38.65,9320.72,95697.46,,
38.66,9325.98,95790.69,,
38.67,9331.23,95883.98,,
38.68,9336.49,95977.32,,
38.69,9341.75,96070.71,,
38.7,9347.01,96164.15,,
38.71,9352.27,96257.65,,
38.72,9357.53,96351.2,,
38.73,9362.79,96444.8,,
38.74,9368.05,96538.46,,
38.75,9373.31,96632.16,,
38.76,9378.57,96725.92,,
38.77,9383.82,96819.73,,
38.78,9389.08,96913.6,,
38.79,9394.34,97007.52,,
38.8,9399.6,97101.48,,
38.81,9404.86,97195.51,,
38.82,9410.12,97289.58,,
38.83,9415.38,97383.71,,
38.84,9420.64,97477.89,,
38.85,9425.9,97572.12,,
38.86,9431.16,97666.41,,
38.87,9436.41,97760.75,,
38.88,9441.67,97855.14,,
38.89,9446.93,97949.58,,
38.9,9452.19,98044.07,,
38.91,9457.45,98138.62,,
38.92,9462.71,98233.22,,
38.93,9467.97,98327.88,,
38.94,9473.23,98422.58,,
38.95,9478.49,98517.34,,
38.96,9483.75,98612.15,,
38.97,9489,98707.02,,
38.98,9494.26,98801.93,,
38.99,9499.52,98896.9,,
39,9504.78,98991.92,,
39.01,9510.04,99087,,
39.02,9515.3,99182.12,,
39.03,9520.56,99277.3,,
39.04,9525.82,99372.54,,
39.05,9531.08,99467.82,,
39.06,9536.34,99563.16,,
39.07,9541.59,99658.55,,
39.08,9546.85,99753.99,,
39.09,9552.11,99849.48,,
39.1,9557.37,99945.03,,
39.11,9562.63,100040.63,,
39.12,9567.89,100136.28,,
39.13,9573.15,100231.99,,
39.14,9578.41,100327.75,,
39.15,9583.67,100423.56,,
39.16,9588.93,100519.42,,
39.17,9594.19,100615.34,,
39.18,9599.44,100711.3,,
39.19,9604.7,100807.32,,
39.2,9609.96,100903.4,,
39.21,9615.22,100999.52,,
39.22,9620.48,101095.7,,
39.23,9625.74,101191.93,,
39.24,9631,101288.22,,
39.25,9636.26,101384.55,,
39.26,9641.52,101480.94,,
39.27,9646.78,101577.38,,
39.28,9652.03,101673.88,,
39.29,9657.29,101770.42,,
39.3,9662.55,101867.02,,
39.31,9667.81,101963.68,,
39.32,9673.07,102060.38,,
39.33,9678.33,102157.14,,
39.34,9683.59,102253.95,,
39.35,9688.85,102350.81,,
39.36,9694.11,102447.72,,
39.37,9699.37,102544.69,,
39.38,9704.62,102641.71,,
39.39,9709.88,102738.78,,
39.4,9715.14,102835.91,,
39.41,9720.4,102933.09,,
39.42,9725.66,103030.32,,
39.43,9730.92,103127.6,,
39.44,9736.18,103224.93,,
39.45,9741.44,103322.32,,
39.46,9746.7,103419.76,,
39.47,9751.96,103517.26,,
39.48,9757.21,103614.8,,
39.49,9762.47,103712.4,,
39.5,9767.73,103810.05,,
39.51,9772.99,103907.76,,
39.52,9778.25,104005.51,,
39.53,9783.51,104103.32,,
39.54,9788.77,104201.18,,
39.55,9794.03,104299.1,,
39.56,9799.29,104397.06,,
39.57,9804.55,104495.08,,
39.58,9809.8,104593.15,,
39.59,9815.06,104691.28,,
39.6,9820.32,104789.45,,
39.61,9825.58,104887.68,,
39.62,9830.84,104985.97,,
39.63,9836.1,105084.3,,
39.64,9841.36,105182.69,,
39.65,9846.62,105281.13,,
39.66,9851.88,105379.62,,
39.67,9857.14,105478.17,,
39.68,9862.39,105576.76,,
39.69,9867.65,105675.41,,
39.7,9872.91,105774.12,,
39.71,9878.17,105872.87,,
39.72,9883.43,105971.68,,
39.73,9888.69,106070.54,,
39.74,9893.95,106169.45,,
39.75,9899.21,106268.42,,
39.76,9904.47,106367.44,,
39.77,9909.73,106466.51,,
39.78,9914.98,106565.63,,
39.79,9920.24,106664.81,,
39.8,9925.5,106764.04,,
39.81,9930.76,106863.32,,
39.82,9936.02,106962.65,,
39.83,9941.28,107062.04,,
39.84,9946.54,107161.48,,
39.85,9951.8,107260.97,,
39.86,9957.06,107360.51,,
39.87,9962.32,107460.11,,
39.88,9967.57,107559.76,,
39.89,9972.83,107659.46,,
39.9,9978.09,107759.22,,
39.91,9983.35,107859.02,,
39.92,9988.61,107958.88,,
39.93,9993.87,108058.8,,
39.94,9999.13,108158.76,,
39.95,10004.39,108258.78,,
39.96,10009.65,108358.85,,
39.97,10014.91,108458.97,,
39.98,10020.16,108559.15,,
39.99,10025.42,108659.37,,
40,10030.68,108759.66,,
40.01,10035.94,108859.99,,
40.02,10041.2,108960.37,,
40.03,10046.46,109060.81,,
40.04,10051.72,109161.3,,
40.05,10056.98,109261.85,,
40.06,10062.24,109362.44,,
40.07,10067.5,109463.09,,
40.08,10072.75,109563.79,,
40.09,10078.01,109664.55,,
40.1,10083.27,109765.35,,
40.11,10088.53,109866.21,,
40.12,10093.79,109967.12,,
40.13,10099.05,110068.09,,
40.14,10104.31,110169.1,,
40.15,10109.57,110270.17,,
40.16,10114.83,110371.3,,
40.17,10120.09,110472.47,,
40.18,10125.35,110573.7,,
40.19,10130.6,110674.98,,
40.2,10135.86,110776.31,,
40.21,10141.12,110877.69,,
40.22,10146.38,110979.13,,
40.23,10151.64,111080.62,,
40.24,10156.9,111182.17,,
40.25,10162.16,111283.76,,
40.26,10167.42,111385.41,,
40.27,10172.68,111487.11,,
40.28,10177.94,111588.86,,
40.29,10183.19,111690.67,,
40.3,10188.45,111792.53,,
40.31,10193.71,111894.44,,
40.32,10198.97,111996.4,,
40.33,10204.23,112098.42,,
40.34,10209.49,112200.48,,
40.35,10214.75,112302.61,,
40.36,10220.01,112404.78,,
40.37,10225.27,112507.01,,
40.38,10230.53,112609.29,,
40.39,10235.78,112711.62,,
40.4,10241.04,112814,,
40.41,10246.3,112916.44,,
40.42,10251.56,113018.93,,
40.43,10256.82,113121.47,,
40.44,10262.08,113224.06,,
40.45,10267.34,113326.71,,
40.46,10272.6,113429.41,,
40.47,10277.86,113532.16,,
40.48,10283.12,113634.97,,
40.49,10288.37,113737.82,,
40.5,10293.63,113840.73,,
40.51,10298.89,113943.7,,
40.52,10304.15,114046.71,,
40.53,10309.41,114149.78,,
40.54,10314.67,114252.9,,
40.55,10319.93,114356.07,,
40.56,10325.19,114459.3,,
40.57,10330.45,114562.58,,
40.58,10335.71,114665.91,,
40.59,10340.96,114769.29,,
40.6,10346.22,114872.73,,
40.61,10351.48,114976.22,,
40.62,10356.74,115079.76,,
40.63,10362,115183.35,,
40.64,10367.26,115287,,
40.65,10372.52,115390.7,,
40.66,10377.78,115494.45,,
40.67,10383.04,115598.25,,
40.68,10388.3,115702.11,,
40.69,10393.55,115806.02,,
40.7,10398.81,115909.98,,
40.71,10404.07,116013.99,,
40.72,10409.33,116118.06,,
40.73,10414.59,116222.18,,
40.74,10419.85,116326.35,,
40.75,10425.11,116430.58,,
40.76,10430.37,116534.85,,
40.77,10435.63,116639.18,,
40.78,10440.89,116743.57,,
40.79,10446.14,116848,,
40.8,10451.4,116952.49,,
40.81,10456.66,117057.03,,
40.82,10461.92,117161.62,,
40.83,10467.18,117266.27,,
40.84,10472.44,117370.97,,
40.85,10477.7,117475.72,,
40.86,10482.96,117580.52,,
40.87,10488.22,117685.38,,
40.88,10493.48,117790.29,,
40.89,10498.73,117895.25,,
40.9,10503.99,118000.26,,
40.91,10509.25,118105.33,,
40.92,10514.51,118210.44,,
40.93,10519.77,118315.62,,
40.94,10525.03,118420.84,,
40.95,10530.29,118526.12,,
40.96,10535.55,118631.45,,
40.97,10540.81,118736.83,,
40.98,10546.07,118842.26,,
40.99,10551.32,118947.75,,
41,10556.58,119053.29,,
41.01,10561.84,119158.88,,
41.02,10567.1,119264.53,,
41.03,10572.36,119370.22,,
41.04,10577.62,119475.97,,
41.05,10582.88,119581.78,,
41.06,10588.14,119687.63,,
41.07,10593.4,119793.54,,
41.08,10598.66,119899.5,,
41.09,10603.91,120005.51,,
41.1,10609.17,120111.58,,
41.11,10614.43,120217.69,,
41.12,10619.69,120323.87,,
41.13,10624.95,120430.09,,
41.14,10630.21,120536.36,,
41.15,10635.47,120642.69,,
41.16,10640.73,120749.07,,
41.17,10645.99,120855.51,,
41.18,10651.25,120961.99,,
41.19,10656.5,121068.53,,
41.2,10661.76,121175.12,,
41.21,10667.02,121281.77,,
41.22,10672.28,121388.46,,
41.23,10677.54,121495.21,,
41.24,10682.8,121602.01,,
41.25,10688.06,121708.87,,
41.26,10693.32,121815.78,,
41.27,10698.58,121922.74,,
41.28,10703.84,122029.75,,
41.29,10709.1,122136.81,,
41.3,10714.35,122243.93,,
41.31,10719.61,122351.1,,
41.32,10724.87,122458.32,,
41.33,10730.13,122565.6,,
41.34,10735.39,122672.92,,
41.35,10740.65,122780.3,,
41.36,10745.91,122887.74,,
41.37,10751.17,122995.22,,
41.38,10756.43,123102.76,,
41.39,10761.69,123210.35,,
